                  创业板50 (399673)
      时间	    开盘	    最高	    最低	    收盘	         成交量	  MA2.MA1   	  MA2.MA2   	  MA2.MA3   	  MA2.MA4   	  MA2.MA5   	  MA2.MA6   	  MA2.MA7   	  MA2.MA8   	  MA2.MA9   	  MA2.MA10  	  AMO.AMOW  	  AMO.AMO1  	  AMO.AMO2  	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	
 2010/12/29	 1064.72	 1081.57	 1061.59	 1081.57	         536154	    1096.33	    1141.87	    1145.50	    1089.20	    1035.47	           	           	           	           	           	  198856.03	  230768.91	  281410.03	      -6.61	       9.24	     -31.70	
 2010/12/30	 1080.38	 1088.54	 1074.24	 1082.54	         580227	    1083.24	    1130.64	    1141.88	    1091.75	    1037.22	           	           	           	           	           	  215264.69	  221846.88	  268539.28	      -9.61	       5.47	     -30.16	
 2010/12/31	 1084.95	 1104.43	 1083.97	 1103.36	         572991	    1080.78	    1120.77	    1140.38	    1094.36	    1038.84	           	           	           	           	           	  220631.06	  217802.16	  259342.53	     -10.19	       2.34	     -25.05	
 2011/01/04	 1110.78	 1120.66	 1106.55	 1120.40	         696035	    1089.45	    1114.50	    1140.80	    1097.53	    1040.46	           	           	           	           	           	  288541.31	  227461.81	  244168.34	      -9.16	       0.04	     -18.41	
 2011/01/05	 1114.44	 1123.69	 1111.72	 1118.05	         735936	    1101.18	    1107.81	    1139.82	    1100.54	    1042.12	           	           	           	           	           	  301786.19	  245015.86	  244506.97	      -8.45	      -1.66	     -13.58	
 2011/01/06	 1117.34	 1122.56	 1095.60	 1096.85	         701950	    1104.24	    1100.29	    1137.89	    1102.95	    1043.37	           	           	           	           	           	  288277.03	  262900.06	  246834.48	      -9.48	      -3.22	     -12.51	
 2011/01/07	 1092.77	 1103.76	 1083.92	 1092.38	         652049	    1106.21	    1094.72	    1136.41	    1105.28	    1044.59	           	           	           	           	           	  262890.78	  272425.28	  247136.08	     -10.54	      -4.69	     -11.70	
 2011/01/10	 1088.02	 1090.78	 1055.71	 1060.09	         625089	    1097.55	    1089.17	    1132.38	    1107.31	    1045.50	           	           	           	           	           	  247099.75	  277719.00	  247760.58	     -13.82	      -6.51	     -14.62	
 2011/01/11	 1051.55	 1051.79	 1035.52	 1045.63	         517596	    1082.60	    1086.02	    1125.59	    1109.34	    1046.38	           	           	           	           	           	  195181.13	  259046.97	  243254.39	     -17.39	      -8.69	     -17.40	
 2011/01/12	 1056.38	 1064.84	 1039.33	 1059.02	         571482	    1070.79	    1085.99	    1119.10	    1110.47	    1047.66	           	           	           	           	           	  231659.98	  245021.73	  245018.80	     -18.92	     -10.73	     -16.37	
 2011/01/13	 1066.59	 1068.68	 1060.17	 1064.87	         597238	    1064.40	    1084.32	    1113.09	    1111.50	    1048.98	           	           	           	           	           	  237906.80	  234947.69	  248923.88	     -19.44	     -12.47	     -13.92	
 2011/01/14	 1061.47	 1061.47	 1038.37	 1039.80	         546112	    1053.88	    1080.05	    1105.34	    1112.40	    1049.96	           	           	           	           	           	  210433.03	  224456.14	  248440.70	     -21.62	     -14.30	     -14.63	
 2011/01/17	 1036.60	 1040.99	  998.88	 1000.42	         731790	    1041.95	    1069.75	    1095.26	    1112.24	    1050.35	           	           	           	           	           	  309923.56	  237020.91	  257369.95	     -26.22	     -16.69	     -19.07	
 2011/01/18	  991.61	 1000.66	  985.30	  996.60	         421183	    1032.14	    1057.37	    1085.93	    1111.61	    1050.70	           	           	           	           	           	  167954.09	  231575.50	  245311.23	     -29.84	     -19.32	     -21.04	
 2011/01/19	  998.45	 1020.74	  994.73	 1020.36	         492626	    1024.41	    1047.60	    1077.71	    1111.42	    1051.16	           	           	           	           	           	  196145.16	  224472.53	  234747.13	     -30.43	     -21.54	     -17.79	
 2011/01/20	 1016.63	 1024.49	  995.48	  995.48	         619415	    1010.53	    1037.46	    1068.88	    1110.96	    1051.31	           	           	           	           	           	  250459.47	  226983.06	  230965.38	     -32.54	     -23.74	     -17.60	
 2011/01/21	  991.62	 1011.21	  990.77	 1002.89	         539239	    1003.15	    1028.52	    1061.62	    1110.43	    1051.49	           	           	           	           	           	  216920.94	  228280.64	  226368.39	     -33.23	     -25.64	     -15.18	
 2011/01/24	 1004.65	 1008.73	  974.00	  974.73	         549471	     998.01	    1019.98	    1054.57	    1109.02	    1051.50	           	           	           	           	           	  238735.88	  214043.11	  225532.00	     -35.63	     -27.64	     -15.99	
 2011/01/25	  969.25	  971.59	  945.50	  955.97	         467141	     989.89	    1011.01	    1048.52	    1106.60	    1051.23	           	           	           	           	           	  179651.89	  216382.67	  223979.08	     -38.61	     -29.83	     -17.55	
 2011/01/26	  956.01	  972.01	  954.85	  971.86	         379555	     980.19	    1002.30	    1044.14	    1105.02	    1051.08	           	           	           	           	           	  147662.80	  206686.19	  215579.36	     -39.23	     -31.71	     -15.04	
 2011/01/27	  961.60	  991.61	  960.80	  990.36	         468182	     979.16	     994.85	    1039.58	    1104.42	    1051.15	           	           	           	           	           	  173264.22	  191247.14	  209115.11	     -37.80	     -32.93	      -9.74	
 2011/01/28	  988.96	 1001.68	  988.90	  997.74	         424288	     978.13	     990.64	    1035.34	    1103.67	    1051.03	           	           	           	           	           	  155616.80	  178986.31	  203633.48	     -35.66	     -33.47	      -4.36	
 2011/01/31	  996.09	 1007.62	  991.39	 1006.37	         506436	     984.46	     991.24	    1030.49	    1102.88	    1051.12	           	           	           	           	           	  175948.27	  166428.80	  190235.95	     -32.88	     -33.36	       0.95	
 2011/02/01	 1008.45	 1013.22	 1004.75	 1011.76	         410728	     995.62	     992.75	    1025.06	    1101.56	    1051.27	           	           	           	           	           	  156169.80	  161732.38	  189057.52	     -29.90	     -32.67	       5.52	
 2011/02/09	 1001.62	 1018.41	 1001.39	 1007.21	         459315	    1002.69	     991.44	    1019.52	    1100.01	    1051.27	           	           	           	           	           	  172157.20	  166631.25	  186658.72	     -27.59	     -31.65	       8.12	
 2011/02/10	 1008.20	 1045.17	 1007.84	 1045.17	         706834	    1013.65	     996.41	    1016.94	    1098.59	    1051.40	           	           	           	           	           	  254318.05	  182842.02	  187044.58	     -22.44	     -29.81	      14.74	
 2011/02/11	 1047.74	 1056.09	 1045.73	 1051.31	         734562	    1024.36	    1001.25	    1014.88	    1097.39	    1051.39	           	           	           	           	           	  267089.28	  205136.52	  192061.42	     -17.66	     -27.38	      19.44	
 2011/02/14	 1053.02	 1065.19	 1048.32	 1064.52	         794512	    1035.99	    1010.23	    1015.10	    1097.19	    1051.84	           	           	           	           	           	  295269.53	  229000.77	  197714.78	     -12.65	     -24.43	      23.56	
 2011/02/15	 1065.06	 1074.91	 1059.40	 1063.70	         809346	    1046.38	    1021.00	    1016.01	    1095.82	    1052.21	           	           	           	           	           	  293870.19	  256540.84	  209136.61	      -8.66	     -21.28	      25.24	
 2011/02/16	 1059.96	 1082.43	 1059.18	 1082.43	         818608	    1061.43	    1032.06	    1017.18	    1095.15	    1052.87	           	           	           	           	           	  308374.53	  283784.31	  225207.78	      -3.93	     -17.81	      27.75	
 2011/02/17	 1085.14	 1091.61	 1077.61	 1089.43	         876920	    1070.28	    1041.96	    1018.41	    1095.42	    1053.46	           	           	           	           	           	  346896.09	  302299.94	  242570.97	       0.37	     -14.17	      29.09	
 2011/02/18	 1086.08	 1090.13	 1072.91	 1075.37	         823131	    1075.09	    1049.73	    1020.18	    1095.17	    1053.70	           	           	           	           	           	  316466.50	  312175.38	  258655.94	       2.62	     -10.81	      26.87	
 2011/02/21	 1070.57	 1092.53	 1070.57	 1092.53	         973850	    1080.69	    1058.34	    1024.79	    1094.36	    1054.09	           	           	           	           	           	  386946.38	  330510.75	  279755.75	       5.72	      -7.51	      26.45	
 2011/02/22	 1094.50	 1096.29	 1063.87	 1065.15	         875109	    1080.98	    1063.68	    1028.22	    1092.73	    1054.32	           	           	           	           	           	  336991.78	  339135.06	  297837.94	       5.90	      -4.83	      21.45	
 2011/02/23	 1066.01	 1094.26	 1066.01	 1088.80	         827515	    1082.26	    1071.84	    1031.64	    1091.45	    1054.78	           	           	           	           	           	  376691.06	  352798.38	  318291.34	       7.86	      -2.29	      20.30	
 2011/02/24	 1085.28	 1086.13	 1070.40	 1078.23	         821782	    1080.02	    1075.15	    1035.78	    1089.55	    1055.41	           	           	           	           	           	  342548.88	  351928.91	  327114.44	       8.46	      -0.14	      17.20	
 2011/02/25	 1073.13	 1075.57	 1062.86	 1071.07	         733002	    1079.16	    1077.12	    1039.19	    1087.90	    1055.99	           	           	           	           	           	  295705.03	  347776.63	  329976.00	       8.27	       1.54	      13.45	
 2011/02/28	 1071.59	 1075.72	 1064.00	 1075.72	         688005	    1075.79	    1078.24	    1044.23	    1086.22	    1056.52	           	           	           	           	           	  276001.78	  325587.72	  328049.22	       8.39	       2.91	      10.96	
 2011/03/01	 1077.15	 1079.72	 1068.46	 1075.00	         837923	    1077.76	    1079.37	    1050.19	    1084.20	    1057.33	           	           	           	           	           	  320075.94	  322204.53	  330669.81	       8.33	       4.00	       8.68	
